SRA,contig,contig_length,circularity,classification
SRR14011020,16,3128,0,chromosome
SRR14011020,17,2930,0,chromosome
SRR14011020,18,2409,0,chromosome
SRR14011020,19,1924,0,chromosome
SRR14011020,1,1494682,0,chromosome
SRR14011020,20,832,0,chromosome
SRR14011020,21,507,0,chromosome
SRR14011020,22,390,0,chromosome
SRR14011020,23,137,0,chromosome
SRR14011020,2,1261667,0,chromosome
SRR14011020,3,122072,0,chromosome
SRR14011020,4,75135,0,chromosome
SRR14011020,5,53439,0,chromosome
SRR14011020,6,47794,0,chromosome
SRR14011020,7,20177,0,chromosome
SRR14011020,8,18448,0,chromosome
SRR14011020,9,16885,0,chromosome
SRR14026516,10,1075,0,chromosome
SRR14026516,11,821,0,chromosome
SRR14026516,1,2805998,1,chromosome
SRR14026516,2,234017,0,chromosome
SRR14026516,3,36037,0,chromosome
SRR14026516,4,18249,0,chromosome
SRR14026516,5,13109,0,chromosome
SRR14026516,6,6820,0,chromosome
SRR14026516,7,5814,0,chromosome
SRR14026516,8,4986,0,chromosome
SRR14026516,9,3222,1,plasmid
SRR14022761,10,3609,0,chromosome
SRR14022761,11,2245,0,chromosome
SRR14022761,12,2131,0,chromosome
SRR14022761,13,1366,0,chromosome
SRR14022761,14,399,0,chromosome
SRR14022761,15,345,0,chromosome
SRR14022761,16,309,0,chromosome
SRR14022761,17,261,0,chromosome
SRR14022761,18,203,0,chromosome
SRR14022761,1,2461300,0,chromosome
SRR14022761,2,223190,0,chromosome
SRR14022761,3,110938,0,chromosome
SRR14022761,4,52769,0,chromosome
SRR14022761,5,44820,0,chromosome
SRR14022761,6,18907,0,chromosome
SRR14022761,7,17251,0,chromosome
SRR14022761,8,12636,0,chromosome
SRR14022761,9,4850,0,chromosome
SRR14024978,1,2605635,1,chromosome
SRR14024978,2,62550,1,plasmid
SRR14024978,3,26254,1,plasmid
SRR14024978,4,10662,0,chromosome
SRR14024978,5,3425,1,plasmid
SRR14024978,6,2994,0,chromosome
SRR14024978,7,363,0,chromosome
SRR14024978,8,354,0,chromosome
SRR14010973,10,676,0,chromosome
SRR14010973,1,2750354,0,chromosome
SRR14010973,2,130966,1,plasmid
SRR14010973,3,18968,0,chromosome
SRR14010973,4,6616,0,chromosome
SRR14010973,5,5778,1,plasmid
SRR14010973,6,4374,1,plasmid
SRR14010973,7,3877,1,plasmid
SRR14010973,8,3221,1,plasmid
SRR14010973,9,1274,0,chromosome
SRR14026497,1,1812627,0,chromosome
SRR14026497,2,589651,0,chromosome
SRR14026497,3,187000,1,plasmid
SRR14026497,4,55446,0,chromosome
SRR14026497,5,50977,0,chromosome
SRR14026497,6,20673,1,plasmid
SRR14026497,7,5254,1,plasmid
SRR14026497,8,3279,0,chromosome
SRR14026497,9,1643,0,chromosome
SRR14010953,1,1812760,0,chromosome
SRR14010953,2,825681,0,chromosome
SRR14010953,3,267820,0,chromosome
SRR14010953,4,66048,0,chromosome
SRR14010953,5,35334,0,chromosome
SRR14010953,6,34173,0,chromosome
SRR14010953,7,21343,0,chromosome
SRR14010953,8,15423,0,chromosome
SRR14010953,9,12064,0,chromosome
SRR14010953,10,10473,0,chromosome
SRR14010953,11,10352,0,chromosome
SRR14010953,12,9859,0,chromosome
SRR14010953,13,6834,0,chromosome
SRR14010953,14,5318,0,chromosome
SRR14010953,15,4742,0,chromosome
SRR14010953,16,4618,0,chromosome
SRR14010953,17,4597,0,chromosome
SRR14010953,18,4182,0,chromosome
SRR14010953,19,3876,1,plasmid
SRR14010953,20,3619,0,chromosome
SRR14010953,21,3222,1,plasmid
SRR14010953,22,3082,0,chromosome
SRR14010953,23,2789,0,chromosome
SRR14010953,24,2459,0,chromosome
SRR14010953,25,2454,0,chromosome
SRR14010953,26,2300,0,chromosome
SRR14010953,27,2244,0,chromosome
SRR14010953,28,2215,0,chromosome
SRR14010953,29,2056,1,plasmid
SRR14010953,30,1928,1,plasmid
SRR14010953,31,1894,0,chromosome
SRR14010953,32,1731,0,chromosome
SRR14010953,33,1624,0,chromosome
SRR14010953,34,1325,0,chromosome
SRR14010953,35,1203,0,chromosome
SRR14010953,36,1183,0,chromosome
SRR14010953,37,856,0,chromosome
SRR14010953,38,766,0,chromosome
SRR14010953,39,365,0,chromosome
SRR14011002,1,195474,0,chromosome
SRR14011002,2,151692,0,chromosome
SRR14011002,3,115250,0,chromosome
SRR14011002,4,100711,0,chromosome
SRR14011002,5,100606,0,chromosome
SRR14011002,6,99348,0,chromosome
SRR14011002,7,97597,0,chromosome
SRR14011002,8,89831,0,chromosome
SRR14011002,9,82779,0,chromosome
SRR14011002,10,78963,0,chromosome
SRR14011002,11,64227,0,chromosome
SRR14011002,12,60654,0,chromosome
SRR14011002,13,60236,0,chromosome
SRR14011002,14,58610,0,chromosome
SRR14011002,15,57286,0,chromosome
SRR14011002,16,55509,0,chromosome
SRR14011002,17,54459,0,chromosome
SRR14011002,18,54311,0,chromosome
SRR14011002,19,51169,0,chromosome
SRR14011002,20,48837,0,chromosome
SRR14011002,21,48185,0,chromosome
SRR14011002,22,43865,0,chromosome
SRR14011002,23,42338,0,chromosome
SRR14011002,24,41926,0,chromosome
SRR14011002,25,41433,0,chromosome
SRR14011002,26,36572,0,chromosome
SRR14011002,27,36527,0,chromosome
SRR14011002,28,34659,0,chromosome
SRR14011002,29,34524,0,chromosome
SRR14011002,30,33967,0,chromosome
SRR14011002,31,33268,0,chromosome
SRR14011002,32,32539,0,chromosome
SRR14011002,33,32199,0,chromosome
SRR14011002,34,31901,0,chromosome
SRR14011002,35,31135,0,chromosome
SRR14011002,36,27433,0,chromosome
SRR14011002,37,26864,0,chromosome
SRR14011002,38,26772,0,chromosome
SRR14011002,39,26398,0,chromosome
SRR14011002,40,26168,0,chromosome
SRR14011002,41,25572,0,chromosome
SRR14011002,42,25080,0,chromosome
SRR14011002,43,24800,0,chromosome
SRR14011002,44,23833,0,chromosome
SRR14011002,45,23128,0,chromosome
SRR14011002,46,23042,0,chromosome
SRR14011002,47,22467,0,chromosome
SRR14011002,48,22447,0,chromosome
SRR14011002,49,21475,0,chromosome
SRR14011002,50,20648,0,chromosome
SRR14011002,51,19688,0,chromosome
SRR14011002,52,19644,0,chromosome
SRR14011002,53,19514,0,chromosome
SRR14011002,54,18320,0,chromosome
SRR14011002,55,17154,0,chromosome
SRR14011002,56,16028,0,chromosome
SRR14011002,57,15232,0,chromosome
SRR14011002,58,15185,0,chromosome
SRR14011002,59,14804,0,chromosome
SRR14011002,60,14082,0,chromosome
SRR14011002,61,13901,0,chromosome
SRR14011002,62,13823,0,chromosome
SRR14011002,63,12746,0,chromosome
SRR14011002,64,12496,0,chromosome
SRR14011002,65,12453,0,chromosome
SRR14011002,66,12167,0,chromosome
SRR14011002,67,11546,0,chromosome
SRR14011002,68,11454,0,chromosome
SRR14011002,69,9897,0,chromosome
SRR14011002,70,9876,0,chromosome
SRR14011002,71,9434,0,chromosome
SRR14011002,72,9267,0,chromosome
SRR14011002,73,9060,0,chromosome
SRR14011002,74,8728,0,chromosome
SRR14011002,75,8524,0,chromosome
SRR14011002,76,8497,0,chromosome
SRR14011002,77,8429,0,chromosome
SRR14011002,78,8135,0,chromosome
SRR14011002,79,7909,0,chromosome
SRR14011002,80,7394,0,chromosome
SRR14011002,81,7197,0,chromosome
SRR14011002,82,6737,0,chromosome
SRR14011002,83,6615,0,chromosome
SRR14011002,84,6349,0,chromosome
SRR14011002,85,6094,0,chromosome
SRR14011002,86,5769,0,chromosome
SRR14011002,87,5746,0,chromosome
SRR14011002,88,5316,0,chromosome
SRR14011002,89,5211,0,chromosome
SRR14011002,90,5134,1,plasmid
SRR14011002,91,5091,0,chromosome
SRR14011002,92,5028,0,chromosome
SRR14011002,93,4746,0,chromosome
SRR14011002,94,4742,0,chromosome
SRR14011002,95,4637,0,chromosome
SRR14011002,96,4593,0,chromosome
SRR14011002,97,4157,0,chromosome
SRR14011002,98,4080,0,chromosome
SRR14011002,99,4075,0,chromosome
SRR14011002,100,3876,1,plasmid
SRR14011002,101,3763,0,chromosome
SRR14011002,102,3758,0,chromosome
SRR14011002,103,3738,0,chromosome
SRR14011002,104,3396,0,chromosome
SRR14011002,105,3324,0,chromosome
SRR14011002,106,3222,0,chromosome
SRR14011002,107,2767,0,chromosome
SRR14011002,108,2544,0,chromosome
SRR14011002,109,2345,0,chromosome
SRR14011002,110,2252,0,chromosome
SRR14011002,111,2225,0,chromosome
SRR14011002,112,2172,0,chromosome
SRR14011002,113,2121,0,chromosome
SRR14011002,114,2056,1,plasmid
SRR14011002,115,2006,0,chromosome
SRR14011002,116,1930,0,chromosome
SRR14011002,117,1928,1,plasmid
SRR14011002,118,1787,0,chromosome
SRR14011002,119,1696,0,chromosome
SRR14011002,120,1694,0,chromosome
SRR14011002,121,1642,0,chromosome
SRR14011002,122,1598,0,chromosome
SRR14011002,123,1575,0,chromosome
SRR14011002,124,1518,0,chromosome
SRR14011002,125,1499,0,chromosome
SRR14011002,126,1493,0,chromosome
SRR14011002,127,1466,0,chromosome
SRR14011002,128,1440,0,chromosome
SRR14011002,129,1366,0,chromosome
SRR14011002,130,1341,0,chromosome
SRR14011002,131,1338,0,chromosome
SRR14011002,132,1301,0,chromosome
SRR14011002,133,1265,0,chromosome
SRR14011002,134,1142,0,chromosome
SRR14011002,135,1128,0,chromosome
SRR14011002,136,1109,0,chromosome
SRR14011002,137,1068,0,chromosome
SRR14011002,138,1016,0,chromosome
SRR14011002,139,1006,0,chromosome
SRR14011002,140,994,0,chromosome
SRR14011002,141,988,0,chromosome
SRR14011002,142,935,0,chromosome
SRR14011002,143,918,0,chromosome
SRR14011002,144,912,0,chromosome
SRR14011002,145,854,0,chromosome
SRR14011002,146,841,0,chromosome
SRR14011002,147,836,0,chromosome
SRR14011002,148,801,0,chromosome
SRR14011002,149,794,0,chromosome
SRR14011002,150,766,0,chromosome
SRR14011002,151,694,0,chromosome
SRR14011002,152,691,0,chromosome
SRR14011002,153,655,0,chromosome
SRR14011002,154,645,0,chromosome
SRR14011002,155,611,0,chromosome
SRR14011002,156,578,0,chromosome
SRR14011002,157,548,0,chromosome
SRR14011002,158,527,0,chromosome
SRR14011002,159,504,0,chromosome
SRR14011002,160,502,0,chromosome
SRR14011002,161,477,0,chromosome
SRR14011002,162,462,0,chromosome
SRR14011002,163,449,0,chromosome
SRR14011002,164,417,0,chromosome
SRR14011002,165,414,0,chromosome
SRR14011002,166,406,0,chromosome
SRR14011002,167,386,0,chromosome
SRR14011002,168,383,0,chromosome
SRR14011002,169,365,0,chromosome
SRR14011002,170,354,0,chromosome
SRR14011002,171,339,0,chromosome
SRR14011002,172,327,0,chromosome
SRR14011002,173,323,0,chromosome
SRR14011002,174,323,0,chromosome
SRR14011002,175,323,0,chromosome
SRR14011002,176,318,0,chromosome
SRR14011002,177,316,0,chromosome
SRR14022770,100,233,0,chromosome
SRR14022770,101,227,0,chromosome
SRR14022770,102,225,0,chromosome
SRR14022770,103,225,0,chromosome
SRR14022770,104,211,0,chromosome
SRR14022770,105,208,0,chromosome
SRR14022770,106,206,0,chromosome
SRR14022770,107,188,0,chromosome
SRR14022770,108,186,0,chromosome
SRR14022770,109,177,0,chromosome
SRR14022770,10,111467,0,chromosome
SRR14022770,110,177,0,chromosome
SRR14022770,111,177,0,chromosome
SRR14022770,112,168,0,chromosome
SRR14022770,113,168,0,chromosome
SRR14022770,114,161,0,chromosome
SRR14022770,115,158,0,chromosome
SRR14022770,116,156,0,chromosome
SRR14022770,117,154,0,chromosome
SRR14022770,118,146,0,chromosome
SRR14022770,119,142,0,chromosome
SRR14022770,11,104939,0,chromosome
SRR14022770,120,136,0,chromosome
SRR14022770,121,132,0,chromosome
SRR14022770,122,130,0,chromosome
SRR14022770,123,129,0,chromosome
SRR14022770,124,129,0,chromosome
SRR14022770,125,128,0,chromosome
SRR14022770,126,128,0,chromosome
SRR14022770,127,122,0,chromosome
SRR14022770,128,122,0,chromosome
SRR14022770,129,119,0,chromosome
SRR14022770,12,102194,0,chromosome
SRR14022770,130,119,0,chromosome
SRR14022770,131,117,0,chromosome
SRR14022770,132,116,0,chromosome
SRR14022770,133,115,0,chromosome
SRR14022770,134,115,0,chromosome
SRR14022770,135,115,0,chromosome
SRR14022770,136,114,0,chromosome
SRR14022770,137,109,0,chromosome
SRR14022770,138,106,0,chromosome
SRR14022770,139,103,0,chromosome
SRR14022770,13,92138,0,chromosome
SRR14022770,140,102,0,chromosome
SRR14022770,141,101,0,chromosome
SRR14022770,142,101,0,chromosome
SRR14022770,143,101,0,chromosome
SRR14022770,14,86473,0,chromosome
SRR14022770,15,83505,0,chromosome
SRR14022770,16,75633,0,chromosome
SRR14022770,17,71607,0,chromosome
SRR14022770,18,62089,0,chromosome
SRR14022770,19,60600,0,chromosome
SRR14022770,1,192518,0,chromosome
SRR14022770,20,60023,0,chromosome
SRR14022770,21,52256,0,chromosome
SRR14022770,22,48535,0,chromosome
SRR14022770,23,44512,0,chromosome
SRR14022770,24,36548,0,chromosome
SRR14022770,25,28970,0,chromosome
SRR14022770,26,24911,0,chromosome
SRR14022770,27,24780,0,chromosome
SRR14022770,28,22311,0,chromosome
SRR14022770,29,21647,0,chromosome
SRR14022770,2,176739,0,chromosome
SRR14022770,30,21247,0,chromosome
SRR14022770,31,19972,0,chromosome
SRR14022770,32,16532,0,chromosome
SRR14022770,33,15794,0,chromosome
SRR14022770,34,14879,0,chromosome
SRR14022770,35,14667,0,chromosome
SRR14022770,36,13725,0,chromosome
SRR14022770,37,13429,0,chromosome
SRR14022770,38,12984,0,chromosome
SRR14022770,39,12798,0,chromosome
SRR14022770,3,175642,0,chromosome
SRR14022770,40,12330,0,chromosome
SRR14022770,41,11717,0,chromosome
SRR14022770,42,10639,0,chromosome
SRR14022770,43,10561,0,chromosome
SRR14022770,44,9825,0,chromosome
SRR14022770,45,9567,0,chromosome
SRR14022770,46,8940,0,chromosome
SRR14022770,47,7515,0,chromosome
SRR14022770,48,7364,0,chromosome
SRR14022770,49,7301,0,chromosome
SRR14022770,4,154117,0,chromosome
SRR14022770,50,7126,0,chromosome
SRR14022770,51,6431,0,chromosome
SRR14022770,52,5227,0,chromosome
SRR14022770,53,5146,0,chromosome
SRR14022770,54,3970,0,chromosome
SRR14022770,55,3531,0,chromosome
SRR14022770,56,2646,0,chromosome
SRR14022770,57,2534,0,chromosome
SRR14022770,58,2533,0,chromosome
SRR14022770,59,2529,0,chromosome
SRR14022770,5,148510,0,chromosome
SRR14022770,60,2522,0,chromosome
SRR14022770,61,2340,0,chromosome
SRR14022770,62,2339,0,chromosome
SRR14022770,63,2256,0,chromosome
SRR14022770,64,2227,0,chromosome
SRR14022770,65,2082,0,chromosome
SRR14022770,66,1928,0,chromosome
SRR14022770,67,1785,0,chromosome
SRR14022770,68,1580,0,chromosome
SRR14022770,69,1528,0,chromosome
SRR14022770,6,127990,0,chromosome
SRR14022770,70,1464,0,chromosome
SRR14022770,71,1378,0,chromosome
SRR14022770,72,1369,0,chromosome
SRR14022770,73,1046,0,chromosome
SRR14022770,74,923,0,chromosome
SRR14022770,75,902,0,chromosome
SRR14022770,76,896,0,chromosome
SRR14022770,77,736,0,chromosome
SRR14022770,78,676,0,chromosome
SRR14022770,79,580,0,chromosome
SRR14022770,7,127191,0,chromosome
SRR14022770,80,544,0,chromosome
SRR14022770,81,529,0,chromosome
SRR14022770,82,505,0,chromosome
SRR14022770,83,481,0,chromosome
SRR14022770,84,474,0,chromosome
SRR14022770,85,448,0,chromosome
SRR14022770,86,435,0,chromosome
SRR14022770,87,424,0,chromosome
SRR14022770,88,411,0,chromosome
SRR14022770,89,411,0,chromosome
SRR14022770,8,121617,0,chromosome
SRR14022770,90,334,0,chromosome
SRR14022770,91,334,0,chromosome
SRR14022770,92,315,0,chromosome
SRR14022770,93,309,0,chromosome
SRR14022770,94,290,0,chromosome
SRR14022770,95,289,0,chromosome
SRR14022770,96,288,0,chromosome
SRR14022770,97,269,0,chromosome
SRR14022770,98,240,0,chromosome
SRR14022770,99,240,0,chromosome
SRR14022770,9,118220,0,chromosome
SRR14024986,10,2573,0,chromosome
SRR14024986,11,2206,0,chromosome
SRR14024986,12,2042,0,chromosome
SRR14024986,13,2027,0,chromosome
SRR14024986,14,1783,0,chromosome
SRR14024986,1,2522131,1,chromosome
SRR14024986,2,86060,0,chromosome
SRR14024986,3,27444,1,plasmid
SRR14024986,4,25533,1,plasmid
SRR14024986,5,17862,0,chromosome
SRR14024986,6,17296,0,chromosome
SRR14024986,7,16554,0,chromosome
SRR14024986,8,4683,0,chromosome
SRR14024986,9,3479,0,chromosome
SRR14022778,10,566,0,chromosome
SRR14022778,11,221,0,chromosome
SRR14022778,12,212,0,chromosome
SRR14022778,13,126,0,chromosome
SRR14022778,14,126,0,chromosome
SRR14022778,15,126,0,chromosome
SRR14022778,1,2578877,0,chromosome
SRR14022778,2,268262,0,chromosome
SRR14022778,3,55115,1,plasmid
SRR14022778,4,18271,0,chromosome
SRR14022778,5,5342,0,chromosome
SRR14022778,6,2975,0,chromosome
SRR14022778,7,2255,0,chromosome
SRR14022778,8,1789,0,chromosome
SRR14022778,9,1312,0,chromosome
SRR14011041,1,254655,0,chromosome
SRR14011041,2,251524,0,chromosome
SRR14011041,3,249654,0,chromosome
SRR14011041,4,226803,0,chromosome
SRR14011041,5,94481,0,chromosome
SRR14011041,6,84839,0,chromosome
SRR14011041,7,83797,0,chromosome
SRR14011041,8,80757,0,chromosome
SRR14011041,9,77138,0,chromosome
SRR14011041,10,76442,0,chromosome
SRR14011041,11,75584,0,chromosome
SRR14011041,12,65806,0,chromosome
SRR14011041,13,64734,0,chromosome
SRR14011041,14,63356,0,chromosome
SRR14011041,15,61053,0,chromosome
SRR14011041,16,57807,0,chromosome
SRR14011041,17,57462,0,chromosome
SRR14011041,18,53951,0,chromosome
SRR14011041,19,50026,0,chromosome
SRR14011041,20,49702,0,chromosome
SRR14011041,21,43938,0,chromosome
SRR14011041,22,43305,0,chromosome
SRR14011041,23,39729,0,chromosome
SRR14011041,24,38926,0,chromosome
SRR14011041,25,38755,0,chromosome
SRR14011041,26,37156,0,chromosome
SRR14011041,27,34649,0,chromosome
SRR14011041,28,33040,0,chromosome
SRR14011041,29,32717,0,chromosome
SRR14011041,30,32709,0,chromosome
SRR14011041,31,29634,0,chromosome
SRR14011041,32,28014,0,chromosome
SRR14011041,33,26677,0,chromosome
SRR14011041,34,25509,0,chromosome
SRR14011041,35,25252,0,chromosome
SRR14011041,36,24274,0,chromosome
SRR14011041,37,23685,0,chromosome
SRR14011041,38,23580,0,chromosome
SRR14011041,39,21861,0,chromosome
SRR14011041,40,20439,0,chromosome
SRR14011041,41,19869,0,chromosome
SRR14011041,42,18875,0,chromosome
SRR14011041,43,17139,0,chromosome
SRR14011041,44,15856,0,chromosome
SRR14011041,45,15504,0,chromosome
SRR14011041,46,15292,0,chromosome
SRR14011041,47,15143,0,chromosome
SRR14011041,48,14784,0,chromosome
SRR14011041,49,14760,0,chromosome
SRR14011041,50,13311,0,chromosome
SRR14011041,51,13223,0,chromosome
SRR14011041,52,12729,0,chromosome
SRR14011041,53,11934,0,chromosome
SRR14011041,54,11454,0,chromosome
SRR14011041,55,11339,0,chromosome
SRR14011041,56,10879,0,chromosome
SRR14011041,57,10978,0,chromosome
SRR14011041,58,10850,0,chromosome
SRR14011041,59,10763,0,chromosome
SRR14011041,60,10721,0,chromosome
SRR14011041,61,10607,0,chromosome
SRR14011041,62,10024,0,chromosome
SRR14011041,63,9695,0,chromosome
SRR14011041,64,9097,0,chromosome
SRR14011041,65,8736,0,chromosome
SRR14011041,66,8402,0,chromosome
SRR14011041,67,8198,0,chromosome
SRR14011041,68,8009,0,chromosome
SRR14011041,69,7754,0,chromosome
SRR14011041,70,7538,0,chromosome
SRR14011041,71,7435,0,chromosome
SRR14011041,72,7349,0,chromosome
SRR14011041,73,7019,0,chromosome
SRR14011041,74,6930,0,chromosome
SRR14011041,75,6910,0,chromosome
SRR14011041,76,6788,0,chromosome
SRR14011041,77,6572,0,chromosome
SRR14011041,78,6346,0,chromosome
SRR14011041,79,6173,1,plasmid
SRR14011041,80,6143,0,chromosome
SRR14011041,81,5981,1,plasmid
SRR14011041,82,5914,0,chromosome
SRR14011041,83,5912,0,chromosome
SRR14011041,84,5693,0,chromosome
SRR14011041,85,5526,0,chromosome
SRR14011041,86,5308,0,chromosome
SRR14011041,87,5082,0,chromosome
SRR14011041,88,5014,0,chromosome
SRR14011041,89,4638,0,chromosome
SRR14011041,90,4437,0,chromosome
SRR14011041,91,4418,0,chromosome
SRR14011041,92,4356,0,chromosome
SRR14011041,93,4312,0,chromosome
SRR14011041,94,4157,0,chromosome
SRR14011041,95,3916,0,chromosome
SRR14011041,96,3778,0,chromosome
SRR14011041,97,3615,0,chromosome
SRR14011041,98,3519,0,chromosome
SRR14011041,99,3498,0,chromosome
SRR14011041,100,3403,0,chromosome
SRR14011041,101,3353,0,chromosome
SRR14011041,102,3229,0,chromosome
SRR14011041,103,3221,1,plasmid
SRR14011041,104,3147,0,chromosome
SRR14011041,105,2832,0,chromosome
SRR14011041,106,2751,0,chromosome
SRR14011041,107,2671,0,chromosome
SRR14011041,108,2661,0,chromosome
SRR14011041,109,2618,0,chromosome
SRR14011041,110,2501,0,chromosome
SRR14011041,111,2496,0,chromosome
SRR14011041,112,2384,0,chromosome
SRR14011041,113,2379,0,chromosome
SRR14011041,114,2285,0,chromosome
SRR14011041,115,2267,0,chromosome
SRR14011041,116,2172,0,chromosome
SRR14011041,117,2055,0,chromosome
SRR14011041,118,2032,0,chromosome
SRR14011041,119,1957,0,chromosome
SRR14011041,120,1895,0,chromosome
SRR14011041,121,1814,0,chromosome
SRR14011041,122,1793,0,chromosome
SRR14011041,123,1694,0,chromosome
SRR14011041,124,1620,0,chromosome
SRR14011041,125,1499,0,chromosome
SRR14011041,126,1493,0,chromosome
SRR14011041,127,1466,0,chromosome
SRR14011041,128,1465,0,chromosome
SRR14011041,129,1460,0,chromosome
SRR14011041,130,1440,0,chromosome
SRR14011041,131,1416,0,chromosome
SRR14011041,132,1365,0,chromosome
SRR14011041,133,1364,0,chromosome
SRR14011041,134,1352,0,chromosome
SRR14011041,135,1344,0,chromosome
SRR14011041,136,1338,0,chromosome
SRR14011041,137,1334,0,chromosome
SRR14011041,138,1276,0,chromosome
SRR14011041,139,1264,0,chromosome
SRR14011041,140,1246,0,chromosome
SRR14011041,141,1216,0,chromosome
SRR14011041,142,1139,0,chromosome
SRR14011041,143,1027,0,chromosome
SRR14011041,144,977,0,chromosome
SRR14011041,145,918,0,chromosome
SRR14011041,146,914,0,chromosome
SRR14011041,147,854,0,chromosome
SRR14011041,148,803,0,chromosome
SRR14011041,149,795,0,chromosome
SRR14011041,150,769,0,chromosome
SRR14011041,151,768,0,chromosome
SRR14011041,152,763,0,chromosome
SRR14011041,153,729,0,chromosome
SRR14011041,154,699,0,chromosome
SRR14011041,155,683,0,chromosome
SRR14011041,156,683,0,chromosome
SRR14011041,157,611,0,chromosome
SRR14011041,158,478,0,chromosome
SRR14011041,159,478,0,chromosome
SRR14011041,160,462,0,chromosome
SRR14011041,161,399,0,chromosome
SRR14011041,162,383,0,chromosome
SRR14011041,163,370,0,chromosome
SRR14011041,164,343,0,chromosome
SRR14011041,165,336,0,chromosome
SRR14011041,166,336,0,chromosome
SRR14011041,167,326,0,chromosome
SRR14011041,168,313,0,chromosome
SRR14011041,169,313,0,chromosome
SRR14024950,10,113736,0,chromosome
SRR14024950,11,108867,0,chromosome
SRR14024950,12,105965,0,chromosome
SRR14024950,13,102218,0,chromosome
SRR14024950,14,100112,0,chromosome
SRR14024950,15,89724,0,chromosome
SRR14024950,16,86799,0,chromosome
SRR14024950,17,75989,0,chromosome
SRR14024950,18,43536,0,chromosome
SRR14024950,19,36643,0,chromosome
SRR14024950,1,624415,0,chromosome
SRR14024950,20,25872,0,chromosome
SRR14024950,21,17690,0,chromosome
SRR14024950,22,11410,0,chromosome
SRR14024950,23,10989,0,chromosome
SRR14024950,24,9998,0,chromosome
SRR14024950,25,8715,0,chromosome
SRR14024950,26,8680,0,chromosome
SRR14024950,27,8528,0,chromosome
SRR14024950,28,7750,0,chromosome
SRR14024950,29,6634,0,chromosome
SRR14024950,2,343581,0,chromosome
SRR14024950,30,5587,0,chromosome
SRR14024950,31,5345,0,chromosome
SRR14024950,32,4907,0,chromosome
SRR14024950,33,4875,0,chromosome
SRR14024950,34,4734,0,chromosome
SRR14024950,35,3695,0,chromosome
SRR14024950,36,3310,0,chromosome
SRR14024950,37,2952,0,chromosome
SRR14024950,38,2551,0,chromosome
SRR14024950,39,2483,0,chromosome
SRR14024950,3,250242,0,chromosome
SRR14024950,40,2354,0,chromosome
SRR14024950,41,2232,0,chromosome
SRR14024950,42,2213,0,chromosome
SRR14024950,43,2156,0,chromosome
SRR14024950,44,2072,0,chromosome
SRR14024950,45,2071,0,chromosome
SRR14024950,46,2029,0,chromosome
SRR14024950,47,1879,0,chromosome
SRR14024950,48,1822,0,chromosome
SRR14024950,49,1818,0,chromosome
SRR14024950,4,240334,0,chromosome
SRR14024950,50,1504,0,chromosome
SRR14024950,51,1482,0,chromosome
SRR14024950,52,1351,0,chromosome
SRR14024950,53,1271,0,chromosome
SRR14024950,54,1200,0,chromosome
SRR14024950,55,996,0,chromosome
SRR14024950,56,931,0,chromosome
SRR14024950,57,904,0,chromosome
SRR14024950,58,752,0,chromosome
SRR14024950,59,688,0,chromosome
SRR14024950,5,236611,0,chromosome
SRR14024950,60,686,0,chromosome
SRR14024950,61,626,0,chromosome
SRR14024950,62,557,0,chromosome
SRR14024950,63,427,0,chromosome
SRR14024950,64,399,0,chromosome
SRR14024950,65,397,0,chromosome
SRR14024950,66,397,0,chromosome
SRR14024950,67,365,0,chromosome
SRR14024950,68,335,0,chromosome
SRR14024950,69,300,0,chromosome
SRR14024950,6,199300,0,chromosome
SRR14024950,70,284,0,chromosome
SRR14024950,71,276,0,chromosome
SRR14024950,72,247,0,chromosome
SRR14024950,73,217,0,chromosome
SRR14024950,74,216,0,chromosome
SRR14024950,75,202,0,chromosome
SRR14024950,76,200,0,chromosome
SRR14024950,77,195,0,chromosome
SRR14024950,78,182,0,chromosome
SRR14024950,79,179,0,chromosome
SRR14024950,7,177361,0,chromosome
SRR14024950,80,164,0,chromosome
SRR14024950,81,156,0,chromosome
SRR14024950,82,154,0,chromosome
SRR14024950,83,153,0,chromosome
SRR14024950,84,152,0,chromosome
SRR14024950,85,139,0,chromosome
SRR14024950,86,138,0,chromosome
SRR14024950,87,138,0,chromosome
SRR14024950,88,137,0,chromosome
SRR14024950,89,122,0,chromosome
SRR14024950,8,170447,0,chromosome
SRR14024950,90,114,0,chromosome
SRR14024950,91,108,0,chromosome
SRR14024950,92,108,0,chromosome
SRR14024950,9,125422,0,chromosome
SRR14010933,1,738006,0,chromosome
SRR14010933,2,675680,0,chromosome
SRR14010933,3,640967,0,chromosome
SRR14010933,4,231414,0,chromosome
SRR14010933,5,230682,0,chromosome
SRR14010933,6,199611,0,chromosome
SRR14010933,7,93213,0,chromosome
SRR14010933,8,62387,0,chromosome
SRR14010933,9,42101,0,chromosome
SRR14010933,10,32637,0,chromosome
SRR14010933,11,20749,0,chromosome
SRR14010933,12,19208,0,chromosome
SRR14010933,13,15301,0,chromosome
SRR14010933,14,12427,0,chromosome
SRR14010933,15,11437,0,chromosome
SRR14010933,16,10176,0,chromosome
SRR14010933,17,10102,0,chromosome
SRR14010933,18,6204,0,chromosome
SRR14010933,19,5451,0,chromosome
SRR14010933,20,4461,1,plasmid
SRR14010933,21,4245,0,chromosome
SRR14010933,22,3907,1,plasmid
SRR14010933,23,3221,1,plasmid
